,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,conversation,context,speakerA,qud,speakerB,anchor,target,instruction,top1_response,top1_logprob,top2_response,top2_logprob,top3_response,top3_logprob,top4_response,top4_logprob,top5_response,top5_logprob
186,280,Crit16,16,linkedq-acc-negated,linkedq,acc,negated,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키는 안 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 샌드위치랑 쿠키 중에 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키는 안 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.011992932,6,-5.308868,5,-5.433868,하,-6.933868,1,-7.418243
187,281,Crit16,16,linkedq-acc-repeated,linkedq,acc,repeated,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키도 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 샌드위치랑 쿠키 중에 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키도 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.27049068,5,-2.3642406,6,-2.7861156,1,-3.3486156,4,-3.6611156
188,282,Crit16,16,linkedq-acc-contradictory,linkedq,acc,contradictory,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키만 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치를 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 샌드위치랑 쿠키 중에 뭘 만들었어?,하연,샌드위치를 만들었어.,쿠키만 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.00043496056,하,-8.54731,2,-9.000435,3,-10.42231,"
",-10.42231
189,283,Crit16,16,linkedq-nun-negated,linkedq,nun,negated,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키는 안 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키는 안 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 샌드위치랑 쿠키 중에 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키는 안 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.02080696,6,-4.895807,하,-5.395807,대,-5.786432,태,-6.583307
190,284,Crit16,16,linkedq-nun-repeated,linkedq,nun,repeated,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키도 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키도 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 샌드위치랑 쿠키 중에 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키도 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.30377012,5,-2.11627,6,-2.475645,4,-3.444395,1,-4.475645
191,285,Crit16,16,linkedq-nun-contradictory,linkedq,nun,contradictory,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키만 만들었어. 위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,태윤: 가은이는 샌드위치랑 쿠키 중에 뭘 만들었어? 하연: 샌드위치는 만들었어. 쿠키만 만들었어.,태윤이는 가은이와 하연이가 샌드위치와 쿠키를 만들기로 했다는 것을 알고 있습니다.,태윤,가은이는 샌드위치랑 쿠키 중에 뭘 만들었어?,하연,샌드위치는 만들었어.,쿠키만 만들었어.,위의 대화에서 하연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.008928785,3,-5.680804,하,-5.930804,2,-6.243304,해,-8.649554
192,289,Crit17,17,whq-acc-negated,whq,acc,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물은 못 받았어. 위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물은 못 받았어.,위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.2784946,5,-1.7941196,6,-3.1066196,\xed,-4.20037,4,-4.60662
193,290,Crit17,17,whq-acc-repeated,whq,acc,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물도 받았어. 위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물도 받았어.,위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.0850865,5,-3.3038366,6,-3.4132116,4,-5.0694613,\xed,-5.7569613
194,291,Crit17,17,whq-acc-contradictory,whq,acc,contradictory,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물만 받았어. 위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃을 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃을 받았어.,선물만 받았어.,위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.11568335,4,-3.2094333,3,-3.5375583,2,-3.9125583,\xed,-4.8031836
195,292,Crit17,17,whq-nun-negated,whq,nun,negated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물은 못 받았어. 위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물은 못 받았어.,위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.44568446,5,-1.4769344,4,-2.7894344,6,-3.5081844,\xed,-3.5394344
196,293,Crit17,17,whq-nun-repeated,whq,nun,repeated,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물도 받았어. 위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물도 받았어.,위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.12653932,5,-2.8765392,6,-3.4859142,4,-3.7046642,\xed,-5.485914
197,294,Crit17,17,whq-nun-contradictory,whq,nun,contradictory,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물만 받았어. 위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다. 보미: 정화는 뭘 받았어? 희연: 꽃은 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 뭘 받았어?,희연,꽃은 받았어.,선물만 받았어.,위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.14149232,4,-3.1258674,\xed,-3.5477424,2,-3.9852424,3,-4.0789924
198,298,Crit17,17,linkedq-acc-negated,linkedq,acc,negated,보미: 정화는 꽃이랑 선물 중에 뭘 받았어? 희연: 꽃을 받았어. 선물은 못 받았어. 위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,보미: 정화는 꽃이랑 선물 중에 뭘 받았어? 희연: 꽃을 받았어. 선물은 못 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 꽃이랑 선물 중에 뭘 받았어?,희연,꽃을 받았어.,선물은 못 받았어.,위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.9219752,5,-1.6876001,4,-1.8751001,\xed,-2.3282251,1,-2.6719751
199,299,Crit17,17,linkedq-acc-repeated,linkedq,acc,repeated,보미: 정화는 꽃이랑 선물 중에 뭘 받았어? 희연: 꽃을 받았어. 선물도 받았어. 위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,보미: 정화는 꽃이랑 선물 중에 뭘 받았어? 희연: 꽃을 받았어. 선물도 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 꽃이랑 선물 중에 뭘 받았어?,희연,꽃을 받았어.,선물도 받았어.,위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.3615538,5,-1.7521788,4,-2.6115537,6,-3.3771787,\xed,-4.4553037
200,300,Crit17,17,linkedq-acc-contradictory,linkedq,acc,contradictory,보미: 정화는 꽃이랑 선물 중에 뭘 받았어? 희연: 꽃을 받았어. 선물만 받았어. 위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,보미: 정화는 꽃이랑 선물 중에 뭘 받았어? 희연: 꽃을 받았어. 선물만 받았어.,보미는 정화와 희연이가 꽃과 선물을 받고 싶어 했다는 것을 알고 있습니다.,보미,정화는 꽃이랑 선물 중에 뭘 받았어?,희연,꽃을 받았어.,선물만 받았어.,위의 대화에서 희연이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.0022805037,3,-7.2835307,2,-7.3929057,\xed,-7.4866557,보,-9.424155
