q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,chat_question_simple,chat_question_full,acc_null_v1,acc_null_v2,nun_null_v1,nun_null_v2,acc_null_v1_response,acc_null_v1_coded,acc_null_v2_response,acc_null_v2_coded,acc_null_coded,nun_null_v1_response,nun_null_v1_coded,nun_null_v2_response,nun_null_v2_coded,nun_null_coded
360,Crit45,45,CQ-Both,CQ,Both,영은: 재범이는 대사랑 노래 가사 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다.,영은,재범이는 대사랑 노래 가사 외웠어?,시은,대사를 외웠어.,대사 외웠어.,대사는 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,대사만 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,아래에 주어진 두 개의 문장들 중 시은이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 시은이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 시은이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 외웠어? 시은: 대사를 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 외웠어? 시은: 대사 외웠어. 대사를 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 외웠어? 시은: 대사는 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 외웠어? 시은: 대사 외웠어. 대사는 외웠어.,대사 외웠어.,zero,대사 외웠어.,zero,zero,대사 외웠어.,zero,대사는 외웠어.,nun,random
361,Crit46,46,WhQ-One,WhQ,One,준범: 규리는 뭘 달았어? 종호:,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 뭘 달았어? 종호:,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다.,준범,규리는 뭘 달았어?,종호,리본을 달았어.,리본 달았어.,리본은 달았어.,리본만 달았어.,리본만 달았어.,리본이랑 구슬을 둘 다 달았어.,아래에 주어진 두 개의 문장들 중 종호가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 종호가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 종호가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 뭘 달았어? 종호: 리본을 달았어. 리본 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 뭘 달았어? 종호: 리본 달았어. 리본을 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 뭘 달았어? 종호: 리본은 달았어. 리본 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 뭘 달았어? 종호: 리본 달았어. 리본은 달았어.,리본 달았어.,zero,리본을 달았어.,lul,random,리본 달았어.,zero,리본 달았어.,zero,zero
362,Crit46,46,WhQ-Both,WhQ,Both,준범: 규리는 뭘 달았어? 종호:,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 뭘 달았어? 종호:,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다.,준범,규리는 뭘 달았어?,종호,리본을 달았어.,리본 달았어.,리본은 달았어.,리본이랑 구슬을 둘 다 달았어.,리본만 달았어.,리본이랑 구슬을 둘 다 달았어.,아래에 주어진 두 개의 문장들 중 종호가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 종호가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 종호가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 뭘 달았어? 종호: 리본을 달았어. 리본 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 뭘 달았어? 종호: 리본 달았어. 리본을 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 뭘 달았어? 종호: 리본은 달았어. 리본 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 뭘 달았어? 종호: 리본 달았어. 리본은 달았어.,리본을 달았어.,lul,리본을 달았어.,lul,lul,리본은 달았어.,nun,리본은 달았어.,nun,nun
363,Crit46,46,LinkedWhQ-One,LinkedWhQ,One,준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호:,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호:,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다.,준범,규리는 리본이랑 구슬 중에 뭘 달았어?,종호,리본을 달았어.,리본 달았어.,리본은 달았어.,리본만 달았어.,리본만 달았어.,리본이랑 구슬을 둘 다 달았어.,아래에 주어진 두 개의 문장들 중 종호가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 종호가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 종호가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호: 리본을 달았어. 리본 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호: 리본 달았어. 리본을 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호: 리본은 달았어. 리본 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호: 리본 달았어. 리본은 달았어.,리본을 달았어.,lul,리본을 달았어.,lul,lul,리본 달았어.,zero,리본 달았어.,zero,zero
364,Crit46,46,LinkedWhQ-Both,LinkedWhQ,Both,준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호:,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호:,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다.,준범,규리는 리본이랑 구슬 중에 뭘 달았어?,종호,리본을 달았어.,리본 달았어.,리본은 달았어.,리본이랑 구슬을 둘 다 달았어.,리본만 달았어.,리본이랑 구슬을 둘 다 달았어.,아래에 주어진 두 개의 문장들 중 종호가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 종호가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 종호가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호: 리본을 달았어. 리본 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호: 리본 달았어. 리본을 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호: 리본은 달았어. 리본 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 중에 뭘 달았어? 종호: 리본 달았어. 리본은 달았어.,리본 달았어.,zero,리본을 달았어.,lul,random,리본 달았어.,zero,리본은 달았어.,nun,random
365,Crit46,46,DQ-One,DQ,One,준범: 규리는 리본이나 구슬 달았어? 종호:,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이나 구슬 달았어? 종호:,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다.,준범,규리는 리본이나 구슬 달았어?,종호,리본을 달았어.,리본 달았어.,리본은 달았어.,리본만 달았어.,리본만 달았어.,리본이랑 구슬을 둘 다 달았어.,아래에 주어진 두 개의 문장들 중 종호가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 종호가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 종호가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이나 구슬 달았어? 종호: 리본을 달았어. 리본 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이나 구슬 달았어? 종호: 리본 달았어. 리본을 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이나 구슬 달았어? 종호: 리본은 달았어. 리본 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이나 구슬 달았어? 종호: 리본 달았어. 리본은 달았어.,리본을 달았어.,lul,리본 달았어.,zero,random,리본 달았어.,zero,리본 달았어.,zero,zero
366,Crit46,46,DQ-Both,DQ,Both,준범: 규리는 리본이나 구슬 달았어? 종호:,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이나 구슬 달았어? 종호:,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다.,준범,규리는 리본이나 구슬 달았어?,종호,리본을 달았어.,리본 달았어.,리본은 달았어.,리본이랑 구슬을 둘 다 달았어.,리본만 달았어.,리본이랑 구슬을 둘 다 달았어.,아래에 주어진 두 개의 문장들 중 종호가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 종호가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 종호가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이나 구슬 달았어? 종호: 리본을 달았어. 리본 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이나 구슬 달았어? 종호: 리본 달았어. 리본을 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이나 구슬 달았어? 종호: 리본은 달았어. 리본 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이나 구슬 달았어? 종호: 리본 달았어. 리본은 달았어.,리본을 달았어.,lul,리본을 달았어.,lul,lul,리본은 달았어.,nun,리본은 달았어.,nun,nun
367,Crit46,46,CQ-One,CQ,One,준범: 규리는 리본이랑 구슬 달았어? 종호:,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 달았어? 종호:,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다.,준범,규리는 리본이랑 구슬 달았어?,종호,리본을 달았어.,리본 달았어.,리본은 달았어.,리본만 달았어.,리본만 달았어.,리본이랑 구슬을 둘 다 달았어.,아래에 주어진 두 개의 문장들 중 종호가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 종호가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 종호가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 달았어? 종호: 리본을 달았어. 리본 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 달았어? 종호: 리본 달았어. 리본을 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 달았어? 종호: 리본은 달았어. 리본 달았어.,종호는 규리가 리본과 구슬 중에 리본만 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 달았어? 종호: 리본 달았어. 리본은 달았어.,리본을 달았어.,lul,리본 달았어.,zero,random,리본은 달았어.,nun,리본 달았어.,zero,random
368,Crit46,46,CQ-Both,CQ,Both,준범: 규리는 리본이랑 구슬 달았어? 종호:,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 달았어? 종호:,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다.,준범,규리는 리본이랑 구슬 달았어?,종호,리본을 달았어.,리본 달았어.,리본은 달았어.,리본이랑 구슬을 둘 다 달았어.,리본만 달았어.,리본이랑 구슬을 둘 다 달았어.,아래에 주어진 두 개의 문장들 중 종호가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 종호가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 종호가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 달았어? 종호: 리본을 달았어. 리본 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 달았어? 종호: 리본 달았어. 리본을 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 달았어? 종호: 리본은 달았어. 리본 달았어.,종호는 규리가 리본과 구슬을 둘 다 달았다고 답하려고 합니다. 준범: 규리는 리본이랑 구슬 달았어? 종호: 리본 달았어. 리본은 달았어.,리본을 달았어.,lul,리본을 달았어.,lul,lul,리본은 달았어.,nun,리본은 달았어.,nun,nun
369,Crit47,47,WhQ-One,WhQ,One,인화: 진웅이는 뭘 치웠어? 경은:,경은이는 진웅이가 장난감과 동화책 중에 장난감만 치웠다고 답하려고 합니다. 인화: 진웅이는 뭘 치웠어? 경은:,경은이는 진웅이가 장난감과 동화책 중에 장난감만 치웠다고 답하려고 합니다.,인화,진웅이는 뭘 치웠어?,경은,장난감을 치웠어.,장난감 치웠어.,장난감은 치웠어.,장난감만 치웠어.,장난감만 치웠어.,장난감이랑 동화책을 둘 다 치웠어.,아래에 주어진 두 개의 문장들 중 경은이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 경은이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 경은이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,경은이는 진웅이가 장난감과 동화책 중에 장난감만 치웠다고 답하려고 합니다. 인화: 진웅이는 뭘 치웠어? 경은: 장난감을 치웠어. 장난감 치웠어.,경은이는 진웅이가 장난감과 동화책 중에 장난감만 치웠다고 답하려고 합니다. 인화: 진웅이는 뭘 치웠어? 경은: 장난감 치웠어. 장난감을 치웠어.,경은이는 진웅이가 장난감과 동화책 중에 장난감만 치웠다고 답하려고 합니다. 인화: 진웅이는 뭘 치웠어? 경은: 장난감은 치웠어. 장난감 치웠어.,경은이는 진웅이가 장난감과 동화책 중에 장난감만 치웠다고 답하려고 합니다. 인화: 진웅이는 뭘 치웠어? 경은: 장난감 치웠어. 장난감은 치웠어.,장난감을 치웠어.,lul,장난감을 치웠어.,lul,lul,장난감은 치웠어.,nun,장난감 치웠어.,zero,random
